Fechamento VALE3,0.00754
Fechamento PETR4,0.0
Fechamento CYRE3,0.0
Fechamento NTCO3,0.0
Fechamento FAMB11B,0.01886
Fechamento FMOF11,0.0
Fechamento OZ1D,0.21114
Fechamento SHPH11,0.03423
Fechamento HCRI11,0.00271
Fechamento IMA-B,0.72552
